"","ORG_CODE","SEX","AGE","POP","abs_pop"
"12517","P81620","FEMALE","41",7,7
"12518","P81620","FEMALE","42",6,6
"12519","P81620","FEMALE","43",6,6
"12520","P81620","FEMALE","44",7,7
"12521","P81620","FEMALE","45",8,8
"12522","P81620","FEMALE","46",7,7
"12523","P81620","FEMALE","47",10,10
"12524","P81620","FEMALE","48",3,3
"12525","P81620","FEMALE","49",7,7
"12526","P81620","FEMALE","5",5,5
"12527","P81620","FEMALE","50",20,20
"12528","P81620","FEMALE","51",17,17
"12529","P81620","FEMALE","52",11,11
"12530","P81620","FEMALE","53",6,6
"12531","P81620","FEMALE","54",16,16
"12532","P81620","FEMALE","55",9,9
"12533","P81620","FEMALE","56",8,8
"12534","P81620","FEMALE","57",12,12
"12535","P81620","FEMALE","58",8,8
"12536","P81620","FEMALE","59",15,15
"12537","P81620","FEMALE","6",8,8
"12538","P81620","FEMALE","60",6,6
"12539","P81620","FEMALE","61",11,11
"12540","P81620","FEMALE","62",10,10
"12541","P81620","FEMALE","63",6,6
"12542","P81620","FEMALE","64",9,9
"12543","P81620","FEMALE","65",6,6
"12544","P81620","FEMALE","66",7,7
"12545","P81620","FEMALE","67",8,8
"12546","P81620","FEMALE","68",6,6
"12547","P81620","FEMALE","69",6,6
"12548","P81620","FEMALE","7",4,4
"12549","P81620","FEMALE","70",10,10
"12550","P81620","FEMALE","71",9,9
"12551","P81620","FEMALE","72",10,10
"12552","P81620","FEMALE","73",4,4
"12553","P81620","FEMALE","74",7,7
"12554","P81620","FEMALE","75",5,5
"12555","P81620","FEMALE","76",3,3
"12556","P81620","FEMALE","77",7,7
"12557","P81620","FEMALE","78",6,6
"12558","P81620","FEMALE","79",4,4
"12559","P81620","FEMALE","8",2,2
"12560","P81620","FEMALE","80",2,2
"12561","P81620","FEMALE","81",3,3
"12562","P81620","FEMALE","82",4,4
"12563","P81620","FEMALE","83",3,3
"12564","P81620","FEMALE","84",4,4
"12565","P81620","FEMALE","85",1,1
"12566","P81620","FEMALE","86",6,6
"12567","P81620","FEMALE","87",3,3
"12568","P81620","FEMALE","88",1,1
"12569","P81620","FEMALE","89",1,1
"12570","P81620","FEMALE","9",8,8
"12571","P81620","FEMALE","90",1,1
"12572","P81620","FEMALE","91",1,1
"12573","P81620","FEMALE","92",0,0
"12574","P81620","FEMALE","93",1,1
"12575","P81620","FEMALE","94",0,0
"12576","P81620","FEMALE","95+",2,2
"12577","P81686","FEMALE","0",17,17
"12578","P81686","FEMALE","1",15,15
"12579","P81686","FEMALE","10",19,19
"12580","P81686","FEMALE","11",17,17
"12581","P81686","FEMALE","12",16,16
"12582","P81686","FEMALE","13",10,10
"12583","P81686","FEMALE","14",14,14
"12584","P81686","FEMALE","15",18,18
"12585","P81686","FEMALE","16",9,9
"12586","P81686","FEMALE","17",10,10
"12587","P81686","FEMALE","18",12,12
"12588","P81686","FEMALE","19",15,15
"12589","P81686","FEMALE","2",14,14
"12590","P81686","FEMALE","20",12,12
"12591","P81686","FEMALE","21",10,10
"12592","P81686","FEMALE","22",12,12
"12593","P81686","FEMALE","23",13,13
"12594","P81686","FEMALE","24",23,23
"12595","P81686","FEMALE","25",14,14
"12596","P81686","FEMALE","26",12,12
"12597","P81686","FEMALE","27",23,23
"12598","P81686","FEMALE","28",16,16
"12599","P81686","FEMALE","29",29,29
"12600","P81686","FEMALE","3",17,17
"12601","P81686","FEMALE","30",22,22
"12602","P81686","FEMALE","31",16,16
"12603","P81686","FEMALE","32",17,17
"12604","P81686","FEMALE","33",7,7
"12605","P81686","FEMALE","34",13,13
"12606","P81686","FEMALE","35",17,17
"12607","P81686","FEMALE","36",26,26
"12608","P81686","FEMALE","37",26,26
"12609","P81686","FEMALE","38",20,20
"12610","P81686","FEMALE","39",13,13
"12611","P81686","FEMALE","4",20,20
"12612","P81686","FEMALE","40",17,17
"12613","P81686","FEMALE","41",14,14
"12614","P81686","FEMALE","42",13,13
"12615","P81686","FEMALE","43",15,15
"12616","P81686","FEMALE","44",17,17
"12617","P81686","FEMALE","45",20,20
"12618","P81686","FEMALE","46",14,14
"12619","P81686","FEMALE","47",16,16
"12620","P81686","FEMALE","48",15,15
"12621","P81686","FEMALE","49",18,18
"12622","P81686","FEMALE","5",14,14
"12623","P81686","FEMALE","50",18,18
"12624","P81686","FEMALE","51",22,22
"12625","P81686","FEMALE","52",17,17
"12626","P81686","FEMALE","53",10,10
"12627","P81686","FEMALE","54",17,17
"12628","P81686","FEMALE","55",15,15
"12629","P81686","FEMALE","56",14,14
"12630","P81686","FEMALE","57",18,18
"12631","P81686","FEMALE","58",12,12
"12632","P81686","FEMALE","59",11,11
"12633","P81686","FEMALE","6",12,12
"12634","P81686","FEMALE","60",10,10
"12635","P81686","FEMALE","61",12,12
"12636","P81686","FEMALE","62",8,8
"12637","P81686","FEMALE","63",14,14
"12638","P81686","FEMALE","64",8,8
"12639","P81686","FEMALE","65",10,10
"12640","P81686","FEMALE","66",11,11
"12641","P81686","FEMALE","67",9,9
"12642","P81686","FEMALE","68",7,7
"12643","P81686","FEMALE","69",11,11
"12644","P81686","FEMALE","7",18,18
"12645","P81686","FEMALE","70",13,13
"12646","P81686","FEMALE","71",11,11
"12647","P81686","FEMALE","72",16,16
"12648","P81686","FEMALE","73",13,13
"12649","P81686","FEMALE","74",12,12
"12650","P81686","FEMALE","75",10,10
"12651","P81686","FEMALE","76",12,12
"12652","P81686","FEMALE","77",7,7
"12653","P81686","FEMALE","78",8,8
"12654","P81686","FEMALE","79",10,10
"12655","P81686","FEMALE","8",20,20
"12656","P81686","FEMALE","80",2,2
"12657","P81686","FEMALE","81",3,3
"12658","P81686","FEMALE","82",7,7
"12659","P81686","FEMALE","83",5,5
"12660","P81686","FEMALE","84",1,1
"12661","P81686","FEMALE","85",0,0
"12662","P81686","FEMALE","86",3,3
"12663","P81686","FEMALE","87",4,4
"12664","P81686","FEMALE","88",3,3
"12665","P81686","FEMALE","89",3,3
"12666","P81686","FEMALE","9",25,25
"12667","P81686","FEMALE","90",2,2
"12668","P81686","FEMALE","91",1,1
"12669","P81686","FEMALE","92",0,0
"12670","P81686","FEMALE","93",2,2
"12671","P81686","FEMALE","94",1,1
"12672","P81686","FEMALE","95+",3,3
"12673","P81699","FEMALE","0",14,14
"12674","P81699","FEMALE","1",3,3
"12675","P81699","FEMALE","10",13,13
"12676","P81699","FEMALE","11",15,15
"12677","P81699","FEMALE","12",7,7
"12678","P81699","FEMALE","13",14,14
"12679","P81699","FEMALE","14",14,14
"12680","P81699","FEMALE","15",10,10
"12681","P81699","FEMALE","16",12,12
"12682","P81699","FEMALE","17",9,9
"12683","P81699","FEMALE","18",5,5
"12684","P81699","FEMALE","19",12,12
"12685","P81699","FEMALE","2",8,8
"12686","P81699","FEMALE","20",7,7
"12687","P81699","FEMALE","21",12,12
"12688","P81699","FEMALE","22",15,15
"12689","P81699","FEMALE","23",13,13
"12690","P81699","FEMALE","24",18,18
"12691","P81699","FEMALE","25",12,12
"12692","P81699","FEMALE","26",15,15
"12693","P81699","FEMALE","27",20,20
"12694","P81699","FEMALE","28",11,11
"12695","P81699","FEMALE","29",15,15
"12696","P81699","FEMALE","3",9,9
"12697","P81699","FEMALE","30",15,15
"12698","P81699","FEMALE","31",14,14
"12699","P81699","FEMALE","32",15,15
"12700","P81699","FEMALE","33",19,19
"12701","P81699","FEMALE","34",11,11
"12702","P81699","FEMALE","35",13,13
"12703","P81699","FEMALE","36",7,7
"12704","P81699","FEMALE","37",14,14
"12705","P81699","FEMALE","38",15,15
"12706","P81699","FEMALE","39",15,15
"12707","P81699","FEMALE","4",11,11
"12708","P81699","FEMALE","40",14,14
"12709","P81699","FEMALE","41",17,17
"12710","P81699","FEMALE","42",8,8
"12711","P81699","FEMALE","43",16,16
"12712","P81699","FEMALE","44",16,16
"12713","P81699","FEMALE","45",18,18
"12714","P81699","FEMALE","46",11,11
"12715","P81699","FEMALE","47",18,18
"12716","P81699","FEMALE","48",18,18
"12717","P81699","FEMALE","49",10,10
"12718","P81699","FEMALE","5",10,10
"12719","P81699","FEMALE","50",17,17
"12720","P81699","FEMALE","51",23,23
"12721","P81699","FEMALE","52",13,13
"12722","P81699","FEMALE","53",19,19
"12723","P81699","FEMALE","54",18,18
"12724","P81699","FEMALE","55",18,18
"12725","P81699","FEMALE","56",26,26
"12726","P81699","FEMALE","57",16,16
"12727","P81699","FEMALE","58",17,17
"12728","P81699","FEMALE","59",18,18
"12729","P81699","FEMALE","6",15,15
"12730","P81699","FEMALE","60",20,20
"12731","P81699","FEMALE","61",15,15
"12732","P81699","FEMALE","62",15,15
"12733","P81699","FEMALE","63",14,14
"12734","P81699","FEMALE","64",18,18
"12735","P81699","FEMALE","65",12,12
"12736","P81699","FEMALE","66",11,11
"12737","P81699","FEMALE","67",8,8
"12738","P81699","FEMALE","68",8,8
"12739","P81699","FEMALE","69",10,10
"12740","P81699","FEMALE","7",10,10
"12741","P81699","FEMALE","70",6,6
"12742","P81699","FEMALE","71",13,13
"12743","P81699","FEMALE","72",11,11
"12744","P81699","FEMALE","73",13,13
"12745","P81699","FEMALE","74",14,14
"12746","P81699","FEMALE","75",8,8
"12747","P81699","FEMALE","76",6,6
"12748","P81699","FEMALE","77",3,3
"12749","P81699","FEMALE","78",4,4
"12750","P81699","FEMALE","79",8,8
"12751","P81699","FEMALE","8",19,19
"12752","P81699","FEMALE","80",4,4
"12753","P81699","FEMALE","81",5,5
"12754","P81699","FEMALE","82",7,7
"12755","P81699","FEMALE","83",6,6
"12756","P81699","FEMALE","84",7,7
"12757","P81699","FEMALE","85",2,2
"12758","P81699","FEMALE","86",2,2
"12759","P81699","FEMALE","87",7,7
"12760","P81699","FEMALE","88",5,5
"12761","P81699","FEMALE","89",1,1
"12762","P81699","FEMALE","9",10,10
"12763","P81699","FEMALE","90",2,2
"12764","P81699","FEMALE","91",1,1
"12765","P81699","FEMALE","92",0,0
"12766","P81699","FEMALE","93",2,2
"12767","P81699","FEMALE","94",0,0
"12768","P81699","FEMALE","95+",2,2
"12769","P81711","FEMALE","0",14,14
"12770","P81711","FEMALE","1",17,17
"12771","P81711","FEMALE","10",16,16
"12772","P81711","FEMALE","11",24,24
"12773","P81711","FEMALE","12",19,19
"12774","P81711","FEMALE","13",16,16
"12775","P81711","FEMALE","14",15,15
"12776","P81711","FEMALE","15",19,19
"12777","P81711","FEMALE","16",20,20
"12778","P81711","FEMALE","17",14,14
"12779","P81711","FEMALE","18",13,13
"12780","P81711","FEMALE","19",11,11
"12781","P81711","FEMALE","2",14,14
"12782","P81711","FEMALE","20",17,17
"12783","P81711","FEMALE","21",17,17
"12784","P81711","FEMALE","22",12,12
"12785","P81711","FEMALE","23",10,10
"12786","P81711","FEMALE","24",17,17
"12787","P81711","FEMALE","25",20,20
"12788","P81711","FEMALE","26",21,21
"12789","P81711","FEMALE","27",24,24
"12790","P81711","FEMALE","28",17,17
"12791","P81711","FEMALE","29",23,23
"12792","P81711","FEMALE","3",11,11
"12793","P81711","FEMALE","30",17,17
"12794","P81711","FEMALE","31",18,18
"12795","P81711","FEMALE","32",17,17
"12796","P81711","FEMALE","33",23,23
"12797","P81711","FEMALE","34",14,14
"12798","P81711","FEMALE","35",20,20
"12799","P81711","FEMALE","36",14,14
"12800","P81711","FEMALE","37",17,17
"12801","P81711","FEMALE","38",16,16
"12802","P81711","FEMALE","39",12,12
"12803","P81711","FEMALE","4",18,18
"12804","P81711","FEMALE","40",15,15
"12805","P81711","FEMALE","41",17,17
"12806","P81711","FEMALE","42",14,14
"12807","P81711","FEMALE","43",15,15
"12808","P81711","FEMALE","44",17,17
"12809","P81711","FEMALE","45",12,12
"12810","P81711","FEMALE","46",15,15
"12811","P81711","FEMALE","47",18,18
"12812","P81711","FEMALE","48",25,25
"12813","P81711","FEMALE","49",17,17
"12814","P81711","FEMALE","5",9,9
"12815","P81711","FEMALE","50",23,23
"12816","P81711","FEMALE","51",26,26
"12817","P81711","FEMALE","52",26,26
"12818","P81711","FEMALE","53",23,23
"12819","P81711","FEMALE","54",21,21
"12820","P81711","FEMALE","55",23,23
"12821","P81711","FEMALE","56",25,25
"12822","P81711","FEMALE","57",18,18
"12823","P81711","FEMALE","58",18,18
"12824","P81711","FEMALE","59",14,14
"12825","P81711","FEMALE","6",16,16
"12826","P81711","FEMALE","60",14,14
"12827","P81711","FEMALE","61",15,15
"12828","P81711","FEMALE","62",11,11
"12829","P81711","FEMALE","63",25,25
"12830","P81711","FEMALE","64",4,4
"12831","P81711","FEMALE","65",8,8
"12832","P81711","FEMALE","66",14,14
"12833","P81711","FEMALE","67",11,11
"12834","P81711","FEMALE","68",5,5
"12835","P81711","FEMALE","69",8,8
"12836","P81711","FEMALE","7",17,17
"12837","P81711","FEMALE","70",25,25
"12838","P81711","FEMALE","71",14,14
"12839","P81711","FEMALE","72",16,16
"12840","P81711","FEMALE","73",9,9
"12841","P81711","FEMALE","74",8,8
"12842","P81711","FEMALE","75",7,7
"12843","P81711","FEMALE","76",12,12
"12844","P81711","FEMALE","77",5,5
"12845","P81711","FEMALE","78",8,8
"12846","P81711","FEMALE","79",8,8
"12847","P81711","FEMALE","8",20,20
"12848","P81711","FEMALE","80",7,7
"12849","P81711","FEMALE","81",4,4
"12850","P81711","FEMALE","82",3,3
"12851","P81711","FEMALE","83",4,4
"12852","P81711","FEMALE","84",3,3
"12853","P81711","FEMALE","85",4,4
"12854","P81711","FEMALE","86",4,4
"12855","P81711","FEMALE","87",3,3
"12856","P81711","FEMALE","88",0,0
"12857","P81711","FEMALE","89",2,2
"12858","P81711","FEMALE","9",25,25
"12859","P81711","FEMALE","90",3,3
"12860","P81711","FEMALE","91",1,1
"12861","P81711","FEMALE","92",1,1
"12862","P81711","FEMALE","93",2,2
"12863","P81711","FEMALE","94",0,0
"12864","P81711","FEMALE","95+",5,5
"12865","P81726","FEMALE","0",11,11
"12866","P81726","FEMALE","1",17,17
"12867","P81726","FEMALE","10",18,18
"12868","P81726","FEMALE","11",19,19
"12869","P81726","FEMALE","12",21,21
"12870","P81726","FEMALE","13",10,10
"12871","P81726","FEMALE","14",12,12
"12872","P81726","FEMALE","15",6,6
"12873","P81726","FEMALE","16",15,15
"12874","P81726","FEMALE","17",10,10
"12875","P81726","FEMALE","18",13,13
"12876","P81726","FEMALE","19",13,13
"12877","P81726","FEMALE","2",9,9
"12878","P81726","FEMALE","20",18,18
"12879","P81726","FEMALE","21",14,14
"12880","P81726","FEMALE","22",12,12
"12881","P81726","FEMALE","23",9,9
"12882","P81726","FEMALE","24",18,18
"12883","P81726","FEMALE","25",14,14
"12884","P81726","FEMALE","26",12,12
"12885","P81726","FEMALE","27",12,12
"12886","P81726","FEMALE","28",16,16
"12887","P81726","FEMALE","29",13,13
"12888","P81726","FEMALE","3",10,10
"12889","P81726","FEMALE","30",20,20
"12890","P81726","FEMALE","31",15,15
"12891","P81726","FEMALE","32",15,15
"12892","P81726","FEMALE","33",10,10
"12893","P81726","FEMALE","34",12,12
"12894","P81726","FEMALE","35",8,8
"12895","P81726","FEMALE","36",14,14
"12896","P81726","FEMALE","37",14,14
"12897","P81726","FEMALE","38",8,8
"12898","P81726","FEMALE","39",20,20
"12899","P81726","FEMALE","4",9,9
"12900","P81726","FEMALE","40",6,6
"12901","P81726","FEMALE","41",9,9
"12902","P81726","FEMALE","42",10,10
"12903","P81726","FEMALE","43",9,9
"12904","P81726","FEMALE","44",12,12
"12905","P81726","FEMALE","45",14,14
"12906","P81726","FEMALE","46",7,7
"12907","P81726","FEMALE","47",8,8
"12908","P81726","FEMALE","48",14,14
"12909","P81726","FEMALE","49",14,14
"12910","P81726","FEMALE","5",13,13
"12911","P81726","FEMALE","50",18,18
"12912","P81726","FEMALE","51",15,15
"12913","P81726","FEMALE","52",16,16
"12914","P81726","FEMALE","53",14,14
"12915","P81726","FEMALE","54",10,10
"12916","P81726","FEMALE","55",10,10
"12917","P81726","FEMALE","56",8,8
"12918","P81726","FEMALE","57",5,5
"12919","P81726","FEMALE","58",8,8
"12920","P81726","FEMALE","59",8,8
"12921","P81726","FEMALE","6",12,12
"12922","P81726","FEMALE","60",11,11
"12923","P81726","FEMALE","61",8,8
"12924","P81726","FEMALE","62",7,7
"12925","P81726","FEMALE","63",6,6
"12926","P81726","FEMALE","64",6,6
"12927","P81726","FEMALE","65",6,6
"12928","P81726","FEMALE","66",7,7
"12929","P81726","FEMALE","67",9,9
"12930","P81726","FEMALE","68",7,7
"12931","P81726","FEMALE","69",7,7
"12932","P81726","FEMALE","7",18,18
"12933","P81726","FEMALE","70",7,7
"12934","P81726","FEMALE","71",4,4
"12935","P81726","FEMALE","72",7,7
"12936","P81726","FEMALE","73",5,5
"12937","P81726","FEMALE","74",5,5
"12938","P81726","FEMALE","75",8,8
"12939","P81726","FEMALE","76",6,6
"12940","P81726","FEMALE","77",4,4
"12941","P81726","FEMALE","78",7,7
"12942","P81726","FEMALE","79",5,5
"12943","P81726","FEMALE","8",16,16
"12944","P81726","FEMALE","80",4,4
"12945","P81726","FEMALE","81",9,9
"12946","P81726","FEMALE","82",6,6
"12947","P81726","FEMALE","83",7,7
"12948","P81726","FEMALE","84",5,5
"12949","P81726","FEMALE","85",3,3
"12950","P81726","FEMALE","86",0,0
"12951","P81726","FEMALE","87",7,7
"12952","P81726","FEMALE","88",2,2
"12953","P81726","FEMALE","89",2,2
"12954","P81726","FEMALE","9",7,7
"12955","P81726","FEMALE","90",2,2
"12956","P81726","FEMALE","91",5,5
"12957","P81726","FEMALE","92",0,0
"12958","P81726","FEMALE","93",0,0
"12959","P81726","FEMALE","94",0,0
"12960","P81726","FEMALE","95+",1,1
"12961","P81730","FEMALE","0",44,44
"12962","P81730","FEMALE","1",47,47
"12963","P81730","FEMALE","10",60,60
"12964","P81730","FEMALE","11",43,43
"12965","P81730","FEMALE","12",54,54
"12966","P81730","FEMALE","13",44,44
"12967","P81730","FEMALE","14",48,48
"12968","P81730","FEMALE","15",39,39
"12969","P81730","FEMALE","16",36,36
"12970","P81730","FEMALE","17",44,44
"12971","P81730","FEMALE","18",38,38
"12972","P81730","FEMALE","19",33,33
"12973","P81730","FEMALE","2",46,46
"12974","P81730","FEMALE","20",38,38
"12975","P81730","FEMALE","21",35,35
"12976","P81730","FEMALE","22",49,49
"12977","P81730","FEMALE","23",46,46
"12978","P81730","FEMALE","24",50,50
"12979","P81730","FEMALE","25",53,53
"12980","P81730","FEMALE","26",49,49
"12981","P81730","FEMALE","27",59,59
"12982","P81730","FEMALE","28",55,55
"12983","P81730","FEMALE","29",57,57
"12984","P81730","FEMALE","3",40,40
"12985","P81730","FEMALE","30",55,55
"12986","P81730","FEMALE","31",65,65
"12987","P81730","FEMALE","32",46,46
"12988","P81730","FEMALE","33",64,64
"12989","P81730","FEMALE","34",65,65
"12990","P81730","FEMALE","35",55,55
"12991","P81730","FEMALE","36",53,53
"12992","P81730","FEMALE","37",48,48
"12993","P81730","FEMALE","38",61,61
"12994","P81730","FEMALE","39",61,61
"12995","P81730","FEMALE","4",62,62
"12996","P81730","FEMALE","40",58,58
"12997","P81730","FEMALE","41",44,44
"12998","P81730","FEMALE","42",44,44
"12999","P81730","FEMALE","43",41,41
"13000","P81730","FEMALE","44",58,58
"13001","P81730","FEMALE","45",50,50
"13002","P81730","FEMALE","46",57,57
"13003","P81730","FEMALE","47",61,61
"13004","P81730","FEMALE","48",56,56
"13005","P81730","FEMALE","49",59,59
"13006","P81730","FEMALE","5",58,58
"13007","P81730","FEMALE","50",65,65
"13008","P81730","FEMALE","51",58,58
"13009","P81730","FEMALE","52",48,48
"13010","P81730","FEMALE","53",55,55
"13011","P81730","FEMALE","54",66,66
"13012","P81730","FEMALE","55",60,60
"13013","P81730","FEMALE","56",54,54
"13014","P81730","FEMALE","57",68,68
"13015","P81730","FEMALE","58",45,45
"13016","P81730","FEMALE","59",49,49
"13017","P81730","FEMALE","6",58,58
"13018","P81730","FEMALE","60",51,51
"13019","P81730","FEMALE","61",60,60
"13020","P81730","FEMALE","62",54,54
"13021","P81730","FEMALE","63",45,45
"13022","P81730","FEMALE","64",32,32
"13023","P81730","FEMALE","65",51,51
"13024","P81730","FEMALE","66",48,48
"13025","P81730","FEMALE","67",44,44
"13026","P81730","FEMALE","68",50,50
"13027","P81730","FEMALE","69",44,44
"13028","P81730","FEMALE","7",61,61
"13029","P81730","FEMALE","70",49,49
"13030","P81730","FEMALE","71",56,56
"13031","P81730","FEMALE","72",56,56
"13032","P81730","FEMALE","73",43,43
"13033","P81730","FEMALE","74",42,42
"13034","P81730","FEMALE","75",40,40
"13035","P81730","FEMALE","76",37,37
"13036","P81730","FEMALE","77",24,24
"13037","P81730","FEMALE","78",34,34
"13038","P81730","FEMALE","79",28,28
"13039","P81730","FEMALE","8",52,52
"13040","P81730","FEMALE","80",35,35
"13041","P81730","FEMALE","81",33,33
"13042","P81730","FEMALE","82",26,26
"13043","P81730","FEMALE","83",22,22
"13044","P81730","FEMALE","84",29,29
"13045","P81730","FEMALE","85",18,18
"13046","P81730","FEMALE","86",23,23
"13047","P81730","FEMALE","87",9,9
"13048","P81730","FEMALE","88",16,16
"13049","P81730","FEMALE","89",12,12
"13050","P81730","FEMALE","9",28,28
"13051","P81730","FEMALE","90",8,8
"13052","P81730","FEMALE","91",13,13
"13053","P81730","FEMALE","92",8,8
"13054","P81730","FEMALE","93",1,1
"13055","P81730","FEMALE","94",9,9
"13056","P81730","FEMALE","95+",9,9
"13057","P81731","FEMALE","0",17,17
"13058","P81731","FEMALE","1",12,12
"13059","P81731","FEMALE","10",22,22
"13060","P81731","FEMALE","11",39,39
"13061","P81731","FEMALE","12",20,20
"13062","P81731","FEMALE","13",24,24
"13063","P81731","FEMALE","14",21,21
"13064","P81731","FEMALE","15",27,27
"13065","P81731","FEMALE","16",27,27
"13066","P81731","FEMALE","17",15,15
"13067","P81731","FEMALE","18",19,19
"13068","P81731","FEMALE","19",20,20
"13069","P81731","FEMALE","2",17,17
"13070","P81731","FEMALE","20",16,16
"13071","P81731","FEMALE","21",18,18
"13072","P81731","FEMALE","22",16,16
"13073","P81731","FEMALE","23",15,15
"13074","P81731","FEMALE","24",15,15
"13075","P81731","FEMALE","25",15,15
"13076","P81731","FEMALE","26",19,19
"13077","P81731","FEMALE","27",24,24
"13078","P81731","FEMALE","28",17,17
"13079","P81731","FEMALE","29",18,18
"13080","P81731","FEMALE","3",24,24
"13081","P81731","FEMALE","30",17,17
"13082","P81731","FEMALE","31",15,15
"13083","P81731","FEMALE","32",20,20
"13084","P81731","FEMALE","33",18,18
"13085","P81731","FEMALE","34",20,20
"13086","P81731","FEMALE","35",12,12
"13087","P81731","FEMALE","36",16,16
"13088","P81731","FEMALE","37",21,21
"13089","P81731","FEMALE","38",18,18
"13090","P81731","FEMALE","39",23,23
"13091","P81731","FEMALE","4",17,17
"13092","P81731","FEMALE","40",19,19
"13093","P81731","FEMALE","41",23,23
"13094","P81731","FEMALE","42",12,12
"13095","P81731","FEMALE","43",19,19
"13096","P81731","FEMALE","44",15,15
"13097","P81731","FEMALE","45",16,16
"13098","P81731","FEMALE","46",11,11
"13099","P81731","FEMALE","47",20,20
"13100","P81731","FEMALE","48",10,10
"13101","P81731","FEMALE","49",10,10
"13102","P81731","FEMALE","5",23,23
"13103","P81731","FEMALE","50",12,12
"13104","P81731","FEMALE","51",14,14
"13105","P81731","FEMALE","52",13,13
"13106","P81731","FEMALE","53",11,11
"13107","P81731","FEMALE","54",8,8
"13108","P81731","FEMALE","55",8,8
"13109","P81731","FEMALE","56",8,8
"13110","P81731","FEMALE","57",12,12
"13111","P81731","FEMALE","58",7,7
"13112","P81731","FEMALE","59",7,7
"13113","P81731","FEMALE","6",23,23
"13114","P81731","FEMALE","60",13,13
"13115","P81731","FEMALE","61",10,10
"13116","P81731","FEMALE","62",12,12
"13117","P81731","FEMALE","63",13,13
"13118","P81731","FEMALE","64",10,10
"13119","P81731","FEMALE","65",10,10
"13120","P81731","FEMALE","66",11,11
"13121","P81731","FEMALE","67",6,6
"13122","P81731","FEMALE","68",11,11
"13123","P81731","FEMALE","69",6,6
"13124","P81731","FEMALE","7",24,24
"13125","P81731","FEMALE","70",5,5
"13126","P81731","FEMALE","71",8,8
"13127","P81731","FEMALE","72",9,9
"13128","P81731","FEMALE","73",10,10
"13129","P81731","FEMALE","74",5,5
"13130","P81731","FEMALE","75",8,8
"13131","P81731","FEMALE","76",6,6
"13132","P81731","FEMALE","77",5,5
"13133","P81731","FEMALE","78",3,3
"13134","P81731","FEMALE","79",9,9
"13135","P81731","FEMALE","8",21,21
"13136","P81731","FEMALE","80",2,2
"13137","P81731","FEMALE","81",4,4
"13138","P81731","FEMALE","82",7,7
"13139","P81731","FEMALE","83",6,6
"13140","P81731","FEMALE","84",7,7
"13141","P81731","FEMALE","85",2,2
"13142","P81731","FEMALE","86",1,1
"13143","P81731","FEMALE","87",2,2
"13144","P81731","FEMALE","88",1,1
"13145","P81731","FEMALE","89",3,3
"13146","P81731","FEMALE","9",28,28
"13147","P81731","FEMALE","90",3,3
"13148","P81731","FEMALE","91",3,3
"13149","P81731","FEMALE","92",2,2
"13150","P81731","FEMALE","93",1,1
"13151","P81731","FEMALE","94",0,0
"13152","P81731","FEMALE","95+",2,2
"13153","P81732","FEMALE","0",15,15
"13154","P81732","FEMALE","1",19,19
"13155","P81732","FEMALE","10",28,28
"13156","P81732","FEMALE","11",26,26
"13157","P81732","FEMALE","12",32,32
"13158","P81732","FEMALE","13",21,21
"13159","P81732","FEMALE","14",28,28
"13160","P81732","FEMALE","15",20,20
"13161","P81732","FEMALE","16",33,33
"13162","P81732","FEMALE","17",25,25
"13163","P81732","FEMALE","18",15,15
"13164","P81732","FEMALE","19",20,20
"13165","P81732","FEMALE","2",17,17
"13166","P81732","FEMALE","20",19,19
"13167","P81732","FEMALE","21",14,14
"13168","P81732","FEMALE","22",17,17
"13169","P81732","FEMALE","23",18,18
"13170","P81732","FEMALE","24",25,25
"13171","P81732","FEMALE","25",20,20
"13172","P81732","FEMALE","26",29,29
"13173","P81732","FEMALE","27",22,22
"13174","P81732","FEMALE","28",19,19
"13175","P81732","FEMALE","29",24,24
"13176","P81732","FEMALE","3",15,15
"13177","P81732","FEMALE","30",23,23
"13178","P81732","FEMALE","31",31,31
"13179","P81732","FEMALE","32",24,24
"13180","P81732","FEMALE","33",17,17
"13181","P81732","FEMALE","34",31,31
"13182","P81732","FEMALE","35",23,23
"13183","P81732","FEMALE","36",22,22
"13184","P81732","FEMALE","37",24,24
"13185","P81732","FEMALE","38",32,32
"13186","P81732","FEMALE","39",28,28
"13187","P81732","FEMALE","4",21,21
"13188","P81732","FEMALE","40",30,30
"13189","P81732","FEMALE","41",16,16
"13190","P81732","FEMALE","42",21,21
"13191","P81732","FEMALE","43",24,24
"13192","P81732","FEMALE","44",33,33
"13193","P81732","FEMALE","45",37,37
"13194","P81732","FEMALE","46",34,34
"13195","P81732","FEMALE","47",38,38
"13196","P81732","FEMALE","48",35,35
"13197","P81732","FEMALE","49",43,43
"13198","P81732","FEMALE","5",24,24
"13199","P81732","FEMALE","50",28,28
"13200","P81732","FEMALE","51",40,40
"13201","P81732","FEMALE","52",26,26
"13202","P81732","FEMALE","53",40,40
"13203","P81732","FEMALE","54",33,33
"13204","P81732","FEMALE","55",45,45
"13205","P81732","FEMALE","56",43,43
"13206","P81732","FEMALE","57",37,37
"13207","P81732","FEMALE","58",55,55
"13208","P81732","FEMALE","59",33,33
"13209","P81732","FEMALE","6",22,22
"13210","P81732","FEMALE","60",31,31
"13211","P81732","FEMALE","61",22,22
"13212","P81732","FEMALE","62",28,28
"13213","P81732","FEMALE","63",27,27
"13214","P81732","FEMALE","64",28,28
